study,survey,case,data_type,stage_id,stage,pnum,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49,C50,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
Valsamoggia Council Amalgamation,valsamoggia,Valsamoggia,Q,1,Pre-Delib,13,2,8,2,10,8,3,8,10,7,4,11,6,5,7,6,9,9,7,6,10,5,11,9,4,5,3,3,4,1,6,8,4,7,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,1,3,NA,NA,NA,NA,NA,NA
Valsamoggia Council Amalgamation,valsamoggia,Valsamoggia,Q,1,Pre-Delib,14,6,5,1,9,3,5,2,4,6,3,11,7,5,8,4,6,8,9,6,8,10,9,10,2,11,2,3,4,8,1,7,4,7,7,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,3,1,NA,NA,NA,NA,NA,NA
Valsamoggia Council Amalgamation,valsamoggia,Valsamoggia,Q,1,Pre-Delib,15,8,6,5,4,9,10,7,5,10,4,7,3,7,3,8,2,1,6,10,4,7,2,6,5,11,11,8,9,9,1,2,6,4,8,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,4,3,NA,NA,NA,NA,NA,NA
Valsamoggia Council Amalgamation,valsamoggia,Valsamoggia,Q,1,Pre-Delib,17,11,7,4,7,5,6,4,6,5,2,9,8,8,3,10,11,7,3,4,9,5,3,7,1,9,10,2,10,1,2,6,6,8,8,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,4,2,NA,NA,NA,NA,NA,NA
Valsamoggia Council Amalgamation,valsamoggia,Valsamoggia,Q,1,Pre-Delib,18,3,7,1,9,2,5,4,8,6,1,11,6,5,10,6,8,8,11,6,9,9,10,10,2,7,2,7,4,7,3,8,5,4,4,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,3,NA,NA,NA,NA,NA,NA
Valsamoggia Council Amalgamation,valsamoggia,Valsamoggia,Q,1,Pre-Delib,21,8,5,5,3,6,8,9,5,5,3,6,8,6,4,7,1,3,2,7,6,4,4,4,7,10,11,7,9,9,2,1,10,2,10,11,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,4,3,NA,NA,NA,NA,NA,NA
Valsamoggia Council Amalgamation,valsamoggia,Valsamoggia,Q,1,Pre-Delib,22,5,4,5,8,9,1,9,7,2,6,9,2,2,11,8,8,6,10,3,10,6,11,10,5,8,5,3,4,3,1,6,7,4,7,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,3,1,NA,NA,NA,NA,NA,NA
Valsamoggia Council Amalgamation,valsamoggia,Valsamoggia,Q,1,Pre-Delib,23,4,5,8,8,5,1,9,10,7,5,9,4,3,9,4,8,7,10,6,11,2,11,8,2,3,7,5,2,7,8,8,1,3,6,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,1,3,NA,NA,NA,NA,NA,NA
Valsamoggia Council Amalgamation,valsamoggia,Valsamoggia,Q,1,Pre-Delib,25,2,8,4,8,6,6,10,7,5,1,7,2,4,9,7,11,9,11,6,6,3,10,10,3,9,4,8,5,5,1,8,5,3,2,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1,2,NA,NA,NA,NA,NA,NA
Valsamoggia Council Amalgamation,valsamoggia,Valsamoggia,Q,1,Pre-Delib,26,5,9,7,10,2,4,6,8,1,6,8,3,1,7,3,10,10,11,4,8,9,6,11,4,6,3,5,4,8,7,9,2,5,7,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,1,3,NA,NA,NA,NA,NA,NA
Valsamoggia Council Amalgamation,valsamoggia,Valsamoggia,Q,1,Pre-Delib,27,4,8,2,7,5,1,7,8,1,7,9,5,5,9,4,9,8,11,2,11,10,10,10,3,5,2,3,6,4,8,7,6,6,6,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1,2,NA,NA,NA,NA,NA,NA
Valsamoggia Council Amalgamation,valsamoggia,Valsamoggia,Q,1,Pre-Delib,28,6,6,5,8,4,3,7,9,7,7,6,3,2,10,5,9,10,11,6,8,1,8,8,9,7,4,5,4,2,10,11,4,1,2,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,4,NA,NA,NA,NA,NA,NA
Valsamoggia Council Amalgamation,valsamoggia,Valsamoggia,Q,1,Pre-Delib,29,6,10,4,10,6,2,7,8,3,5,11,2,5,7,6,9,10,8,1,9,9,8,11,3,7,4,4,1,6,7,8,5,2,5,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,1,3,NA,NA,NA,NA,NA,NA
Valsamoggia Council Amalgamation,valsamoggia,Valsamoggia,Q,1,Pre-Delib,30,3,5,2,5,9,7,2,6,7,4,5,4,3,4,9,10,4,11,9,6,3,10,6,6,10,5,2,4,1,1,7,8,6,8,11,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,4,NA,NA,NA,NA,NA,NA
Valsamoggia Council Amalgamation,valsamoggia,Valsamoggia,Q,1,Pre-Delib,32,2,5,5,8,7,6,8,10,1,1,10,3,2,9,5,9,11,10,4,8,7,9,8,4,4,4,2,6,3,6,11,7,6,7,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,1,3,NA,NA,NA,NA,NA,NA
Valsamoggia Council Amalgamation,valsamoggia,Valsamoggia,Q,1,Pre-Delib,33,4,8,2,6,8,8,7,7,2,1,10,4,4,9,5,5,8,9,1,11,3,11,10,7,7,5,6,2,3,6,9,6,4,10,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,1,3,NA,NA,NA,NA,NA,NA
Valsamoggia Council Amalgamation,valsamoggia,Valsamoggia,Q,2,Post-Delib,13,3,10,1,9,8,7,7,8,6,4,11,5,5,10,6,11,5,8,5,7,8,9,10,3,6,2,1,4,2,7,9,4,2,4,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,1,3,NA,NA,NA,NA,NA,NA
Valsamoggia Council Amalgamation,valsamoggia,Valsamoggia,Q,2,Post-Delib,14,11,3,1,5,8,5,3,7,5,2,8,6,7,4,10,8,4,6,6,9,7,6,5,2,11,3,4,10,9,1,4,8,7,9,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,3,2,NA,NA,NA,NA,NA,NA
Valsamoggia Council Amalgamation,valsamoggia,Valsamoggia,Q,2,Post-Delib,15,11,2,2,6,7,11,6,4,9,3,4,4,9,6,7,5,3,5,10,5,5,3,1,4,10,8,7,10,7,1,2,8,6,8,8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,4,3,NA,NA,NA,NA,NA,NA
Valsamoggia Council Amalgamation,valsamoggia,Valsamoggia,Q,2,Post-Delib,17,4,11,9,10,8,10,6,8,6,5,7,2,1,8,5,11,10,9,6,9,7,7,7,4,6,5,3,5,3,8,8,6,3,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1,2,NA,NA,NA,NA,NA,NA
Valsamoggia Council Amalgamation,valsamoggia,Valsamoggia,Q,2,Post-Delib,18,4,9,1,9,5,7,6,8,5,1,10,2,2,9,7,5,10,11,5,8,11,6,7,2,7,3,3,4,3,4,10,6,6,8,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,4,NA,NA,NA,NA,NA,NA
Valsamoggia Council Amalgamation,valsamoggia,Valsamoggia,Q,2,Post-Delib,21,6,5,9,5,4,10,4,3,9,6,6,3,8,3,11,6,1,2,8,4,2,7,7,5,10,5,10,7,8,2,1,4,7,8,11,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,4,1,NA,NA,NA,NA,NA,NA
Valsamoggia Council Amalgamation,valsamoggia,Valsamoggia,Q,2,Post-Delib,22,6,5,2,8,6,6,8,7,8,3,11,1,4,9,8,7,5,9,4,10,10,11,10,1,9,4,2,5,2,3,7,3,4,7,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,3,2,NA,NA,NA,NA,NA,NA
Valsamoggia Council Amalgamation,valsamoggia,Valsamoggia,Q,2,Post-Delib,23,7,8,8,11,6,7,6,6,9,8,5,2,1,11,2,8,7,7,1,10,4,9,9,3,3,5,3,5,2,6,5,10,4,4,10,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1,2,NA,NA,NA,NA,NA,NA
Valsamoggia Council Amalgamation,valsamoggia,Valsamoggia,Q,2,Post-Delib,25,5,7,3,10,6,6,4,9,2,2,10,6,8,8,4,8,7,9,4,10,11,9,8,6,7,1,3,5,3,1,11,5,4,2,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1,2,NA,NA,NA,NA,NA,NA
Valsamoggia Council Amalgamation,valsamoggia,Valsamoggia,Q,2,Post-Delib,26,2,11,1,11,8,4,5,9,4,1,10,3,6,7,4,9,8,6,3,8,9,10,10,3,6,2,2,7,7,4,8,6,5,5,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,1,3,NA,NA,NA,NA,NA,NA
Valsamoggia Council Amalgamation,valsamoggia,Valsamoggia,Q,2,Post-Delib,27,6,11,2,7,6,1,7,8,2,6,9,5,4,8,5,8,9,11,4,10,8,10,10,1,6,5,3,4,3,7,7,9,5,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,1,3,NA,NA,NA,NA,NA,NA
Valsamoggia Council Amalgamation,valsamoggia,Valsamoggia,Q,2,Post-Delib,28,5,8,6,7,5,2,2,9,6,4,9,5,4,8,3,9,6,6,4,7,10,10,10,1,7,8,1,5,3,8,11,2,4,11,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1,2,NA,NA,NA,NA,NA,NA
Valsamoggia Council Amalgamation,valsamoggia,Valsamoggia,Q,2,Post-Delib,29,5,6,1,6,5,7,8,8,4,4,9,4,4,9,5,8,9,10,3,11,10,11,10,2,7,3,2,2,1,6,8,7,3,6,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,3,2,NA,NA,NA,NA,NA,NA
Valsamoggia Council Amalgamation,valsamoggia,Valsamoggia,Q,2,Post-Delib,30,2,4,1,6,10,10,4,7,9,1,4,10,9,7,9,7,8,7,11,8,5,8,6,2,6,3,3,3,2,5,6,8,5,5,11,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,2,1,NA,NA,NA,NA,NA,NA
Valsamoggia Council Amalgamation,valsamoggia,Valsamoggia,Q,2,Post-Delib,32,2,6,3,7,7,6,7,8,2,4,9,3,4,9,6,11,8,9,4,10,10,10,11,3,5,5,1,5,2,7,8,4,5,8,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,1,3,NA,NA,NA,NA,NA,NA
Valsamoggia Council Amalgamation,valsamoggia,Valsamoggia,Q,2,Post-Delib,33,2,8,6,2,5,9,7,7,2,1,9,1,5,5,4,7,8,9,8,10,11,11,10,4,5,4,3,3,7,4,8,6,3,10,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,1,2,NA,NA,NA,NA,NA,NA
Australian Citizens' Jury on Genome Editing,auscj,HGE Deliberative Group,Likert,1,Pre-Delib,21537,5,7,6,6,7,5,6,5,4,6,6,5,5,6,7,7,7,6,5,5,5,6,7,6,6,7,5,7,7,6,7,5,6,5,4,6,6,2,4,3,6,7,5,4,7,NA,NA,NA,NA,NA,6,4,5,8,3,2,1,7,NA,NA
Australian Citizens' Jury on Genome Editing,auscj,HGE Deliberative Group,Likert,1,Pre-Delib,21539,6,5,6,5,2,1,1,3,2,5,7,3,3,3,6,2,7,5,5,3,2,3,6,2,3,7,7,1,2,2,6,5,6,2,6,6,7,7,5,2,1,6,1,6,7,NA,NA,NA,NA,NA,7,2,5,4,3,8,1,6,NA,NA
Australian Citizens' Jury on Genome Editing,auscj,HGE Deliberative Group,Likert,1,Pre-Delib,21611,3,5,5,7,2,1,2,5,5,6,6,3,6,2,5,5,7,5,2,3,4,4,6,2,4,5,5,5,6,6,6,7,5,4,6,7,6,6,3,2,3,2,1,2,4,NA,NA,NA,NA,NA,4,2,7,5,6,8,1,3,NA,NA
Australian Citizens' Jury on Genome Editing,auscj,HGE Deliberative Group,Likert,1,Pre-Delib,21665,2,6,5,6,2,1,7,4,2,7,6,7,5,7,5,7,6,7,4,5,2,4,2,1,4,7,7,7,4,4,6,2,7,3,4,2,7,4,5,3,2,2,2,4,7,NA,NA,NA,NA,NA,3,5,6,4,2,8,1,7,NA,NA
Australian Citizens' Jury on Genome Editing,auscj,HGE Deliberative Group,Likert,1,Pre-Delib,21671,2,5,3,3,5,5,6,2,3,6,7,7,5,3,7,3,6,5,2,3,3,6,3,1,6,6,6,6,3,3,6,5,5,3,2,5,7,6,3,3,5,6,2,6,6,NA,NA,NA,NA,NA,3,4,6,7,1,8,2,5,NA,NA
Australian Citizens' Jury on Genome Editing,auscj,HGE Deliberative Group,Likert,1,Pre-Delib,21680,5,7,1,4,3,3,7,1,5,5,7,6,4,7,6,3,7,5,4,5,2,4,3,2,5,4,5,3,5,3,4,7,3,1,5,5,7,2,5,1,5,7,1,2,2,NA,NA,NA,NA,NA,3,8,6,5,2,7,1,4,NA,NA
Australian Citizens' Jury on Genome Editing,auscj,HGE Deliberative Group,Likert,1,Pre-Delib,22015,6,5,4,5,4,5,3,5,4,5,5,5,5,5,7,3,7,6,4,3,3,5,5,2,4,7,7,7,6,6,6,5,7,3,4,5,7,5,4,2,4,2,2,6,4,NA,NA,NA,NA,NA,6,8,5,4,2,3,1,7,NA,NA
Australian Citizens' Jury on Genome Editing,auscj,HGE Deliberative Group,Likert,1,Pre-Delib,22036,5,7,1,5,5,1,7,2,7,7,7,6,7,7,4,5,7,4,1,7,7,7,4,1,7,2,6,1,6,1,5,7,2,7,1,7,7,1,2,7,7,4,5,1,7,NA,NA,NA,NA,NA,2,6,8,5,1,4,7,3,NA,NA
Australian Citizens' Jury on Genome Editing,auscj,HGE Deliberative Group,Likert,1,Pre-Delib,22049,2,6,2,7,7,2,7,2,7,7,7,6,7,7,5,7,7,7,2,5,4,7,2,7,7,6,7,7,4,2,6,7,1,6,1,7,6,1,4,7,7,7,6,3,6,NA,NA,NA,NA,NA,1,8,3,5,2,4,7,6,NA,NA
Australian Citizens' Jury on Genome Editing,auscj,HGE Deliberative Group,Likert,1,Pre-Delib,22069,4,3,6,5,3,2,6,3,5,5,6,5,4,5,2,6,5,5,5,5,2,6,3,1,5,5,6,2,3,4,7,6,6,4,4,5,7,6,6,3,5,4,3,2,7,NA,NA,NA,NA,NA,5,2,6,7,4,8,1,3,NA,NA
Australian Citizens' Jury on Genome Editing,auscj,HGE Deliberative Group,Likert,1,Pre-Delib,22072,4,6,3,1,6,3,7,3,7,5,5,7,6,7,7,6,6,7,7,7,4,5,7,5,7,4,7,5,4,1,3,7,3,5,1,4,7,2,2,5,7,5,5,4,7,NA,NA,NA,NA,NA,6,1,4,2,7,8,3,5,NA,NA
Australian Citizens' Jury on Genome Editing,auscj,HGE Deliberative Group,Likert,1,Pre-Delib,22074,5,7,5,5,7,3,7,1,6,6,6,7,7,7,7,7,7,7,6,7,3,7,7,7,7,3,7,7,6,2,7,6,5,6,2,7,6,5,7,5,7,5,5,3,7,NA,NA,NA,NA,NA,5,8,7,6,1,3,2,4,NA,NA
Australian Citizens' Jury on Genome Editing,auscj,HGE Deliberative Group,Likert,1,Pre-Delib,22075,2,6,5,5,4,5,5,6,2,6,5,7,6,6,6,6,6,7,4,4,2,4,4,2,5,7,7,6,2,5,6,5,3,3,6,4,6,5,6,2,5,5,3,4,5,NA,NA,NA,NA,NA,5,2,4,3,7,8,1,6,NA,NA
Australian Citizens' Jury on Genome Editing,auscj,HGE Deliberative Group,Likert,1,Pre-Delib,22128,3,4,3,3,5,3,7,5,2,3,7,7,5,5,7,5,6,5,2,7,5,4,5,5,5,6,5,5,5,5,5,6,5,4,4,5,7,4,7,4,5,7,3,6,6,NA,NA,NA,NA,NA,4,3,7,5,2,6,1,8,NA,NA
Australian Citizens' Jury on Genome Editing,auscj,HGE Deliberative Group,Likert,1,Pre-Delib,22136,4,5,4,4,4,3,5,2,4,5,6,5,5,4,3,4,7,5,4,3,2,5,4,3,6,6,6,4,4,4,5,4,6,3,5,6,7,4,2,4,7,5,2,5,5,NA,NA,NA,NA,NA,5,7,3,6,1,8,2,4,NA,NA
Australian Citizens' Jury on Genome Editing,auscj,HGE Deliberative Group,Likert,1,Pre-Delib,22140,5,6,5,2,3,2,5,4,5,6,7,5,4,5,3,5,7,5,5,4,4,2,5,5,5,5,5,7,5,2,6,7,4,1,5,5,7,7,7,4,5,7,6,5,5,NA,NA,NA,NA,NA,3,5,6,7,4,8,1,2,NA,NA
Australian Citizens' Jury on Genome Editing,auscj,HGE Deliberative Group,Likert,1,Pre-Delib,22142,3,6,4,5,6,2,6,5,5,6,7,7,7,7,7,6,6,6,5,7,6,7,6,6,7,7,7,6,5,2,6,6,6,4,5,7,7,4,7,6,7,4,4,4,6,NA,NA,NA,NA,NA,4,6,5,8,2,3,1,7,NA,NA
Australian Citizens' Jury on Genome Editing,auscj,HGE Deliberative Group,Likert,1,Pre-Delib,22157,6,4,2,6,7,5,7,2,5,6,6,7,5,6,6,6,5,6,5,6,2,7,6,4,6,7,6,6,6,4,6,6,6,6,6,7,7,5,6,4,5,6,5,2,6,NA,NA,NA,NA,NA,7,8,5,4,3,1,2,6,NA,NA
Australian Citizens' Jury on Genome Editing,auscj,HGE Deliberative Group,Likert,1,Pre-Delib,22164,5,5,2,6,6,5,5,3,4,4,5,5,6,6,4,4,4,6,3,5,6,7,5,2,6,7,6,6,7,6,7,6,4,5,5,7,7,3,4,6,7,2,6,3,7,NA,NA,NA,NA,NA,4,6,5,1,8,3,2,7,NA,NA
Australian Citizens' Jury on Genome Editing,auscj,HGE Deliberative Group,Likert,1,Pre-Delib,22168,6,2,2,1,3,2,6,2,6,7,6,6,6,6,7,6,5,5,4,5,7,7,5,7,7,5,5,2,4,2,5,7,5,6,3,6,5,4,4,7,7,7,7,2,6,NA,NA,NA,NA,NA,6,8,3,5,1,2,7,4,NA,NA
Australian Citizens' Jury on Genome Editing,auscj,HGE Deliberative Group,Likert,1,Pre-Delib,22170,6,5,5,6,7,4,7,5,5,6,7,7,7,7,7,7,7,7,1,7,2,3,5,7,7,6,7,7,7,3,5,6,2,3,3,7,7,6,4,5,5,7,3,1,6,NA,NA,NA,NA,NA,4,6,3,5,1,8,2,7,NA,NA
Australian Citizens' Jury on Genome Editing,auscj,HGE Deliberative Group,Likert,1,Pre-Delib,22171,3,6,5,7,5,2,7,1,5,4,5,3,4,4,7,7,5,4,3,2,4,5,5,3,2,7,7,5,1,1,5,5,7,1,3,7,7,1,1,7,5,5,2,2,7,NA,NA,NA,NA,NA,3,8,6,4,2,7,1,5,NA,NA
Australian Citizens' Jury on Genome Editing,auscj,HGE Deliberative Group,Likert,1,Pre-Delib,22177,4,6,2,7,4,5,6,2,4,5,7,5,5,7,6,3,6,5,4,5,1,4,6,1,5,6,7,4,2,5,7,4,7,3,3,5,7,7,5,4,5,1,4,4,2,NA,NA,NA,NA,NA,5,2,3,6,8,7,1,4,NA,NA
Australian Citizens' Jury on Genome Editing,auscj,HGE Deliberative Group,Likert,2,Post-Delib,21537,3,3,6,7,5,3,6,3,5,6,7,7,5,6,7,7,7,4,6,2,4,3,4,3,5,7,7,3,4,6,6,2,7,3,2,7,7,6,4,1,3,4,3,3,7,NA,NA,NA,NA,NA,8,7,4,2,1,6,3,5,NA,NA
Australian Citizens' Jury on Genome Editing,auscj,HGE Deliberative Group,Likert,2,Post-Delib,21539,2,2,6,2,1,1,1,3,1,3,7,5,2,2,1,1,7,2,4,2,1,1,2,1,5,7,7,1,6,6,7,6,7,6,2,2,7,6,4,1,1,1,1,3,7,NA,NA,NA,NA,NA,8,6,3,2,4,7,1,5,NA,NA
Australian Citizens' Jury on Genome Editing,auscj,HGE Deliberative Group,Likert,2,Post-Delib,21611,5,4,5,6,5,6,4,5,6,6,4,3,6,5,6,2,7,4,6,5,4,4,5,3,3,6,6,5,4,6,6,7,6,4,4,6,7,7,7,2,2,2,4,4,3,NA,NA,NA,NA,NA,3,2,5,6,7,8,1,4,NA,NA
Australian Citizens' Jury on Genome Editing,auscj,HGE Deliberative Group,Likert,2,Post-Delib,21665,2,6,4,6,2,1,7,4,2,6,7,4,4,4,6,5,6,4,4,6,4,5,3,2,3,7,7,7,5,4,6,4,6,3,5,7,7,4,5,3,5,5,3,4,7,NA,NA,NA,NA,NA,5,7,4,8,2,3,1,6,NA,NA
Australian Citizens' Jury on Genome Editing,auscj,HGE Deliberative Group,Likert,2,Post-Delib,21671,7,3,6,2,5,3,6,5,2,2,7,6,3,5,3,2,7,3,5,2,2,6,5,1,4,7,7,7,5,4,6,5,5,2,6,5,7,7,7,3,5,5,1,3,2,NA,NA,NA,NA,NA,2,7,6,4,3,8,1,5,NA,NA
Australian Citizens' Jury on Genome Editing,auscj,HGE Deliberative Group,Likert,2,Post-Delib,21680,7,5,1,5,3,1,7,1,2,5,7,7,5,7,5,7,7,4,4,6,2,2,1,3,5,5,7,5,6,5,5,7,3,2,5,7,7,4,4,2,5,6,3,4,4,NA,NA,NA,NA,NA,2,4,5,8,1,7,3,6,NA,NA
Australian Citizens' Jury on Genome Editing,auscj,HGE Deliberative Group,Likert,2,Post-Delib,22015,7,7,7,5,1,3,7,5,5,7,7,7,7,7,7,5,7,7,3,3,1,7,4,1,6,7,7,7,1,7,7,5,5,2,5,7,7,7,1,2,5,5,4,6,5,NA,NA,NA,NA,NA,2,8,4,7,3,6,1,5,NA,NA
Australian Citizens' Jury on Genome Editing,auscj,HGE Deliberative Group,Likert,2,Post-Delib,22036,1,7,1,2,6,1,7,1,7,7,6,7,7,7,1,4,4,4,3,7,7,7,4,1,7,7,7,4,3,1,4,4,1,4,1,7,4,2,7,6,4,1,5,1,7,NA,NA,NA,NA,NA,1,4,7,5,2,3,8,6,NA,NA
Australian Citizens' Jury on Genome Editing,auscj,HGE Deliberative Group,Likert,2,Post-Delib,22049,7,6,5,6,2,2,6,1,2,6,7,7,2,6,1,1,7,5,2,1,6,2,4,3,6,5,7,2,5,5,6,7,4,2,7,6,7,7,5,3,2,5,2,2,4,NA,NA,NA,NA,NA,2,5,7,6,1,4,3,8,NA,NA
Australian Citizens' Jury on Genome Editing,auscj,HGE Deliberative Group,Likert,2,Post-Delib,22069,6,4,4,6,3,3,6,2,5,4,7,5,3,5,1,5,6,5,2,6,2,2,4,3,4,6,2,3,2,3,5,6,7,3,4,4,7,6,7,3,3,2,6,4,7,NA,NA,NA,NA,NA,6,3,4,8,1,5,2,7,NA,NA
Australian Citizens' Jury on Genome Editing,auscj,HGE Deliberative Group,Likert,2,Post-Delib,22072,2,7,1,7,6,1,7,1,6,7,6,7,7,7,5,6,6,7,3,7,5,5,7,7,7,4,6,7,5,1,5,7,4,5,2,6,7,1,2,4,5,5,5,1,7,NA,NA,NA,NA,NA,5,8,7,4,3,2,1,6,NA,NA
Australian Citizens' Jury on Genome Editing,auscj,HGE Deliberative Group,Likert,2,Post-Delib,22074,2,7,4,4,1,4,7,4,1,5,7,6,4,5,6,7,7,7,4,5,1,5,4,4,7,6,7,7,5,4,7,7,7,3,5,7,7,4,4,3,5,2,6,2,7,NA,NA,NA,NA,NA,3,8,5,4,1,7,2,6,NA,NA
Australian Citizens' Jury on Genome Editing,auscj,HGE Deliberative Group,Likert,2,Post-Delib,22075,6,6,6,6,4,6,5,6,6,6,5,5,6,6,7,5,7,6,5,4,1,2,4,1,5,6,7,5,3,4,6,5,3,2,6,6,6,6,6,2,5,5,4,5,4,NA,NA,NA,NA,NA,4,3,2,5,6,8,1,7,NA,NA
Australian Citizens' Jury on Genome Editing,auscj,HGE Deliberative Group,Likert,2,Post-Delib,22128,6,3,3,3,5,1,5,1,4,4,7,5,3,5,5,4,7,2,4,5,3,2,5,3,5,6,6,5,2,6,6,6,5,2,5,5,5,5,7,3,5,6,3,4,5,NA,NA,NA,NA,NA,3,7,5,6,2,4,1,8,NA,NA
Australian Citizens' Jury on Genome Editing,auscj,HGE Deliberative Group,Likert,2,Post-Delib,22136,6,7,5,5,5,2,5,3,5,7,7,7,5,6,2,5,7,5,2,5,1,4,3,3,6,6,6,5,5,3,5,5,6,3,5,5,7,4,6,3,6,4,5,6,6,NA,NA,NA,NA,NA,6,8,4,3,1,7,2,5,NA,NA
Australian Citizens' Jury on Genome Editing,auscj,HGE Deliberative Group,Likert,2,Post-Delib,22140,6,6,5,6,4,5,5,5,6,3,7,3,2,5,3,5,7,3,7,4,5,4,5,5,5,7,7,7,3,6,7,3,5,2,5,3,6,7,4,3,6,4,4,7,6,NA,NA,NA,NA,NA,5,6,2,4,3,7,1,8,NA,NA
Australian Citizens' Jury on Genome Editing,auscj,HGE Deliberative Group,Likert,2,Post-Delib,22142,6,3,5,5,5,1,3,5,3,3,5,6,3,4,5,6,7,3,5,5,4,3,4,5,5,3,7,3,2,5,7,5,7,2,5,6,7,2,7,2,3,3,1,2,5,NA,NA,NA,NA,NA,6,3,4,7,2,5,1,8,NA,NA
Australian Citizens' Jury on Genome Editing,auscj,HGE Deliberative Group,Likert,2,Post-Delib,22157,5,6,4,6,6,5,6,1,6,6,6,7,6,7,6,6,4,6,2,7,2,6,6,6,7,4,6,6,5,2,6,6,5,6,4,6,5,1,5,6,7,7,5,1,7,NA,NA,NA,NA,NA,2,8,3,5,1,4,7,6,NA,NA
Australian Citizens' Jury on Genome Editing,auscj,HGE Deliberative Group,Likert,2,Post-Delib,22164,6,6,5,7,6,5,6,3,6,6,4,6,6,7,5,6,6,6,4,3,6,6,5,4,6,4,6,6,6,4,5,7,4,6,3,5,6,3,6,6,6,4,5,3,6,NA,NA,NA,NA,NA,8,5,2,1,6,7,3,4,NA,NA
Australian Citizens' Jury on Genome Editing,auscj,HGE Deliberative Group,Likert,2,Post-Delib,22168,5,6,3,1,4,2,7,1,6,5,7,6,5,5,6,6,6,3,5,4,4,5,4,4,5,6,6,5,4,2,6,6,5,5,1,5,5,5,6,6,5,7,6,4,7,NA,NA,NA,NA,NA,1,2,7,5,3,8,4,6,NA,NA
Australian Citizens' Jury on Genome Editing,auscj,HGE Deliberative Group,Likert,2,Post-Delib,22170,6,2,6,5,3,5,5,6,3,5,7,6,2,5,2,2,7,5,3,3,2,2,3,2,5,5,7,5,3,5,6,5,6,3,5,6,7,6,3,3,2,3,3,1,6,NA,NA,NA,NA,NA,5,4,3,6,2,8,1,7,NA,NA
