case,stage_id,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49
Aargau,2,0.013896642593223874,0.022567350121951213,0.015847413226832918,-2.1114490746043657e-5,0.0021275870296433297,-0.014755068208547995,-0.02018609204331523,0.025140024746280965,0.012333368438319336,0.014811784155955632,-0.010154738219018578,0.008612039893319379,0.035829770699918884,-0.01682698235831981,-0.017350945123286943,-0.00442133990794491,0.005092258580552844,0.00112977850030882,-0.00899345435392429,-0.013799461992156203,0.010641851744075836,-0.008996586946506513,-0.011242288252235833,-0.0020899830203333636,-0.0047303863697836235,-0.012878698511169295,-0.011124911867097964,-7.633673495739401e-4,-0.006390162212333683,0.008636149095093026,-0.00820748531329718,-0.0048799390628038175,-0.001171719482487621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fremantle,1,0.0033542414790861397,-0.0027220228780373557,-0.007345677231429981,-0.0010745638716513906,-0.0027371874996247048,0.006660746445189547,0.0014374720594174661,-0.0018505201302578822,-0.003806060087978569,0.003393046668201505,0.0020859430750919117,0.007379898291371312,-0.002851498998726054,0.005447424878112672,0.001117318329357131,-0.0010431535256716362,-0.021861969757645427,-8.636220191469146e-4,-0.012368301120633696,0.0030683192914175983,0.0027464223843389757,-0.001969601727545456,7.008171432036914e-4,0.003365029443720191,0.001333128032724007,-0.010174474126143807,5.551441145155156e-4,-0.003727190452869733,-0.0029941940993671867,-0.011111552016371151,4.325634050730276e-4,-0.002658657797590891,0.0014587093250764127,4.2582453740003245e-4,-0.00408386224013868,0.0027864379642792425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fremantle,2,0.012514787210008649,-0.002637758306033078,-0.0188078545993009,-0.01176449285231218,0.0047799782539934554,0.004192368832072413,-0.007991547288168421,4.5602326544469385e-4,-0.002918530870256175,0.010498297269537327,-0.011213390926901656,0.011858623412799085,-0.00910396456670548,-6.401058040497176e-4,0.0053900520621004144,0.004571222436967615,-0.026466825193209864,0.0010909218135930487,-0.022685357485842772,0.013330745071262307,0.006274163936395016,0.011729454524465499,0.005303647429325098,0.008608629080109509,0.015595542273670215,-0.005606139925476983,0.015775290766131045,-0.009892940957447305,-0.010516104321233621,-0.014441518474775483,0.006352460481677813,0.003738057291278407,0.00964442078618144,0.014763008535225941,-0.016745620764187397,0.010029111812051683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zukunft,1,-0.002075265174011909,-0.0035896286578236403,-0.007655982308493403,-0.005977642246723036,-0.010698114374737777,-8.912073938738274e-4,0.0055121734057141936,5.021145021315565e-4,-0.02095829667316451,-0.0057257517908486655,-0.0057785324071861766,-0.011178159040400537,-0.0011058954571390167,0.00665835046079799,-0.005817079767217903,0.0068409434834453275,-0.008240612077849763,-0.00542992536695408,0.01079608294753398,0.001902228718054566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zukunft,2,-0.004113585021665145,-5.465884147639599e-4,-0.008214652327728,-0.0010677114093817774,-0.012258787977558638,0.0010120062409697539,0.00489897445378884,-0.0019298608937492467,-0.011245964663433305,-0.004528492395702521,-0.007515531251600649,-0.005751482240875294,-1.8542644095820293e-4,-0.002541815502225875,-0.0024774071730226943,-0.004683826558232296,0.0029334343663371953,0.004100940688904986,0.013849979012434455,0.008794739465931789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BEP,1,0.009841817459467439,0.008250259155665463,-0.001792087588638358,0.0052694245770104065,4.7004496657621075e-5,-3.717568116194947e-4,-2.5626314731486133e-4,0.008419891039817218,-7.478624651526822e-4,-0.003438490822591067,-0.001732257028216111,-0.0017165894263313497,-0.007238181532176924,0.005753936121436487,7.165444154162426e-4,-0.007255583449705227,1.8367886507664188e-4,4.193401924212914e-4,-3.9178459380684316e-4,-0.0014607070737626682,0.005745926440255511,-0.0013499844724680354,-0.0096250992354594,0.0023516098258782314,-0.005244136852118553,-0.004374215022795891,-0.006024928241574301,-3.1970910557643784e-4,0.004152092100060623,-0.003776237521557091,-0.003616662926422043,0.003979908242103702,0.004767499590391466,-0.0011681577582836056,-0.002929831499989044,-5.432228410067186e-4,-0.0018534552035811558,0.004904827606700524,0.0027656349311451223,0.01063726828269762,-0.007709282996118727,7.352909836990662e-4,0.009033799198486792,NA,NA,NA,NA,NA,NA
BEP,2,0.0034710655649283773,0.005303033132282087,0.003693683836250239,0.003081629429928956,-0.004734002493053557,-0.0033088002938426175,0.001160354718816592,0.0031248142782109856,-0.006473215253050446,0.004286946014719684,-0.002359491262280855,-0.005850593583465624,0.002125752036306716,0.006115638017541336,-0.004125768602843971,0.004118837858418489,-0.005286766420974587,-0.0011832613529463298,-0.005834941005282257,0.003403333017279575,8.285308880910947e-4,-0.006820655268094056,-0.003439346121114628,8.187386826630227e-4,-0.0041720383919228166,-0.001202717900862682,-0.0012283887052819686,-0.008103703226701287,-0.004132111223584145,4.937829357174461e-4,0.0016566513671270044,0.0017011693752799761,0.0033940322633485565,2.473657121229156e-4,0.0041855352198201246,-0.013239285425791225,-0.008092018052499705,0.005287030794233871,0.0028309216476414267,0.006649539287967965,-0.0013243652778063275,-1.7199957471025762e-4,0.004210600360684991,NA,NA,NA,NA,NA,NA
CSIRO WA,1,5.97739610513015e-4,0.006535522856327747,0.005968420072292702,0.006312599207253244,-0.03359364353028038,0.014116942724074377,-0.013335456468372753,0.002388973675363948,0.014142172700080557,0.0022316066453265115,0.00809749995112874,0.011230290685678934,0.0028492289670813964,0.004769531084518164,-0.01959089210620224,-0.033524703244670384,0.010617883879121326,0.0049103542709509895,0.02192640361676168,0.004500270526221595,0.004102982137519362,0.011601352360320005,-0.002218348493561617,-0.024571529962706062,0.01258002807221481,-0.00931683957656193,0.0044371938500209485,-0.02456830893388684,0.013085537934641511,-0.014328766147238214,-0.024842095228452044,-0.011504105035486933,0.004471539115192158,0.009305659294288615,-0.0032929318137235875,-0.005863621428044086,-0.0032628537524692636,0.0014837987782194695,0.0028135970610898564,-0.0012814070691296031,0.0136553390663674,0.0033095120994290905,-0.013639321459532061,0.0035965794454171363,-0.0011127051017878475,NA,NA,NA,NA
CSIRO WA,2,0.00304907700542012,3.461433302116568e-4,0.0033219682822862584,0.004669503221425231,-0.017505952740606068,0.004490385637863303,-0.01257880962230229,0.006716671255788009,-7.820890723098106e-4,2.1704293697055732e-4,1.1727344312983945e-5,-0.004013164192432361,0.001954388518321526,-5.308703449375951e-4,-0.0033626937671071833,-0.009125690698215116,0.0040378602899240335,-0.0017679920390685222,-7.165588064346196e-4,-0.0030187380165964672,-0.0014269757224074642,0.003954288749072665,-0.0053888449425907314,-0.009158480665578894,0.0018988573626186334,-0.01022167712138966,-0.0012521298460013153,-0.006997178314604557,-5.055059762135716e-4,-0.0037109792475156222,-0.013819373992983719,-0.005036876967678294,-0.005311788813562979,0.006886927155805189,0.0032280113989340276,-0.004408992565323011,0.0021929676838621237,0.0031763616105771053,-9.639280214790436e-4,-0.00642276321254176,-0.001389724669208947,0.007639216201592802,0.009139167705355167,0.007313829032068675,-0.019602613061840968,NA,NA,NA,NA
CSIRO NSW,1,-0.009868298986420054,0.0040009472121813605,-0.014141274410805371,0.009975949559115627,-0.013605819605641667,-0.003486510395438014,-0.017575823424166304,0.002468984341194913,-0.006424379491238419,-0.0018861321277487963,-0.004901896533417327,0.0037557129743774897,0.01723552827918673,0.0022259788472709374,-1.4051137728943175e-4,-0.0052364324700175935,0.01602777752689888,-0.009039944259131127,0.016466110273226864,0.009027103394702696,-3.734633785119623e-4,0.0030362141317787916,0.0013003237199618045,-0.02766940717276234,-0.0016011303937508714,-0.007616445063012511,0.0027565711654122804,-0.011675174195765248,0.0028380716361968705,-0.0169926530550768,-0.027940715683543837,-0.0055690088777784474,-0.005783127604842342,-0.007832342934291692,-0.0035874265677102724,0.008243506708446757,0.0011657920577421432,-0.004499149640797118,0.003292554822879268,-0.003345928526107711,0.010172099908104748,0.00782043761707607,-0.015537021746758306,0.003772937969926282,-0.0018013376620165111,NA,NA,NA,NA
CSIRO NSW,2,0.002999929024003256,-0.0018026075061163827,7.040291475481908e-4,0.0026477159980311527,-0.0022782811230210864,-0.004903976048556524,-0.006248774166357718,0.00560325913853954,0.0014071918635958358,-4.4371020334699196e-4,-4.144560683363441e-4,0.003980613784553055,0.0020710537612469437,-4.5044964091744966e-4,0.0022781718591207145,0.0019563177028452117,-0.0075414248118652605,-0.0028942078805216376,-0.0013543607914936473,-0.004242962717662557,-0.002968342843282734,0.00817214438970204,-0.007356805483781592,0.00251260194334213,0.007112692840496537,-0.0015245590432353406,-6.342050709122748e-4,-0.0017872887427774486,-0.004543802215144499,0.0011220657956469982,0.0025512060812278303,-0.002345604395257439,-0.007614770506684909,-0.0026874095714748414,0.002545325910741969,0.011059841924750735,-0.002278288205245449,0.0014572448651040126,0.003506229625171775,-0.004083754937853401,0.006856342947774596,-1.1498866659831464e-4,0.001444535423301696,-0.019854623202988364,-0.005171915404030836,NA,NA,NA,NA
Valsamoggia,1,-0.008480964449894435,-0.0015131010046551818,0.002971036368613955,-0.006092394314730409,0.001802262567669688,0.005188378624882972,0.0065518709080587545,-0.011312721847134277,0.008017175944474708,0.01085877913314004,0.005805597712369437,8.60324057673445e-4,-0.0024580120978698883,-0.011167769977276532,-0.0037446358098982557,4.5856220287876504e-4,-0.01343869347207649,-0.008148996767590955,0.0030538872444674237,-0.004353607275474625,0.01879958579353369,-0.012657320170883946,-0.005517247963787719,0.010212981844178737,0.0018016293210483258,-0.006124316962658138,0.0029385325683619623,-0.004365090119054615,0.010064390170137827,0.00230116516771095,-0.01135873193485426,0.009639838267194945,0.010918188665306694,0.011383308650633195,0.020731752784282964,-1.3451470026515366e-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Valsamoggia,2,-0.0019495021424154046,-0.0114109312619608,-0.001306198888111565,-0.006686348105269024,-3.707810539623768e-4,0.00885406703277547,-0.0036142196741288934,-0.002965070740372777,0.0075649122136782765,0.0016199804144318986,0.001999563922913783,0.013157927869275055,0.00761298104786956,-0.0012228771571174413,-3.782246937731326e-4,-0.010634409609270312,-0.001177659679756582,0.003814632398335016,0.005219064133017204,-0.007083643305567655,0.005809775911931991,-0.00958449243494397,-0.0071421241156051085,-0.01585986068480394,-0.0034526901530904652,-0.011579807913224771,-0.017286545189691305,-0.002606902264542299,9.65396445562261e-4,0.007104749843728886,-0.0021598181593396326,0.00722091139972969,-0.002514888246382574,0.00763107625374615,0.006707306418691772,-0.015942511685318905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HGE Deliberative Group,1,-0.005167385247191847,-8.993304023525717e-4,-0.006919647970710541,0.004538466372612016,0.005918774763873369,-0.015202077704150385,0.0015209496274983803,-0.007454949806098288,0.0017459153371419678,0.007075774187525363,-0.014450018568942902,0.005055210740475324,-0.0011161563595534219,0.0039721229320295315,0.006224571749751329,0.004579266982983166,-0.012922840634510546,-8.68561704819415e-4,-0.013955335083304377,0.002886455204743177,-0.006131761353285192,0.007601954316271309,-0.0022267615374647054,-0.0028598191306878906,0.0035387512608533456,-0.0061119972494458885,-0.003784038620063157,-8.255769454299511e-4,-0.0021377886285098846,0.0012817147497783399,-0.002138745629614469,0.0033508237068042845,0.005534347666883654,-0.0178403372373912,-9.499154292962331e-4,0.0029796260658778717,-0.024036081304311008,-0.0016994875687663669,0.014803913463819818,-0.009506475992845598,0.0029089347462993853,0.00443509071428605,-0.009232313833721362,-0.004824899737410737,0.00923559267477847,NA,NA,NA,NA
HGE Deliberative Group,2,4.1663072118969247e-4,7.218335670882148e-4,0.0010809135919960244,7.73291784321728e-5,0.0030381259389193893,-0.009028995471824341,-0.004507302609414676,-0.0058676954642225,0.0055896582357053415,0.0018409032147435056,-0.010895788186896516,-4.2728544676196023e-4,0.0028869812960496954,-4.37283677083844e-5,-0.00207004437713465,0.004749053147346638,-0.018062747810699387,0.00210350521709457,0.0019052171710496335,0.001791882473303641,-0.004791324075541947,-1.9840754141697836e-4,-8.829702291053287e-4,-0.0032909534110383554,-0.0016561498580036638,-0.005723529217926737,-0.010934176413467611,-0.0016080187692881776,-0.003091173182270701,0.007329775447840303,-0.009531227940808629,2.5971364369636873e-4,0.0014206038624862138,-0.014567694057143532,8.719724181427413e-4,-0.001457761611962427,-0.013208879559152509,0.0028101787415240054,0.008691628001425089,-0.009537749358522252,-1.2901330188008764e-4,-0.003891697650100223,6.141370777534849e-4,0.005051443630404995,-9.44757685132247e-4,NA,NA,NA,NA
CA,1,0.022172080258793025,-0.006908746442889857,0.01572148972662024,-0.04948792848249206,-0.012916594272304849,9.934959222590578e-5,-0.03836458263746989,0.005233298830282784,-0.04636904415782084,-0.01564232453395542,-0.02629133224447333,0.009425180449354587,0.0031029363314121206,0.010320374256982623,0.008238915497561283,-0.017286334971955863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,2,-0.0023078909480780396,-0.008248085729648746,-0.011703225423181696,-0.026564898576366014,-0.003109561198487487,-0.0021169571440760038,-0.024456536993202604,2.4737724952705875e-5,-0.018099101925616035,-0.028722780357813393,-3.200715163378387e-4,0.004361795900574839,0.003540937660500898,-0.0014316349439780218,0.0030214515361417504,-0.006570574848082211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
